title,address,city,state,postal_code,price,zestimate,zestimate_rent,price_to_rent_ratio,facts and features,real estate provider,url
New construction,,Edgewater,FL,32141,"$119,995+",113045,,,"2 bds, 2.0 ba ,1456 sqft",Sun Homes,https://www.zillow.com/community/hacienda-del-rio/2081137401_zpid/
New construction,,Edgewater,FL,32141,"$119,995",115241,,,"2 bds, 2.0 ba ,1456 sqft",Sun Homes,https://www.zillow.com/homedetails/145-La-Colina-518-Edgewater-FL-32141/2081137397_zpid/
New construction,,Edgewater,FL,32141,"$119,995+",,,,"2 bds, 2.0 ba ,1248 sqft",Sun Homes,https://www.zillow.com/community/hacienda-del-rio/2076948030_zpid/
New construction,,Edgewater,FL,32141,"$119,995",,,,"2 bds, 2.0 ba ,1248 sqft",Sun Homes,https://www.zillow.com/homedetails/251-Casa-Grande-400-Edgewater-FL-32141/2081137399_zpid/
