title,address,city,state,postal_code,price,zestimate,zestimate_rent,price_to_rent_ratio,facts and features,real estate provider,url
New construction,,Pensacola,FL,32501,"$185,000",,,,"3 bds, 2.0 ba ,1080 sqft","GM of Pensacola, Inc.",https://www.zillow.com/homedetails/1148-Hayden-Ct-Pensacola-FL-32501/103364409_zpid/
New construction,,Pensacola,FL,32505,"$199,900",,,,"3 bds, 2.0 ba ,1275 sqft",KELLER WILLIAMS REALTY GULF COAST,https://www.zillow.com/homedetails/2815-W-Lloyd-St-Pensacola-FL-32505/44723654_zpid/
