title,address,city,state,postal_code,price,zestimate,zestimate_rent,price_to_rent_ratio,facts and features,real estate provider,url
New construction,,Grand Ridge,FL,32442,"$150,000",143790,,,"3 bds, 2.0 ba ,1540 sqft",American Gold Realty,https://www.zillow.com/homedetails/7045-Hamilton-Rd-Grand-Ridge-FL-32442/2077492346_zpid/
New construction,,Grand Ridge,FL,32442,"$125,000",124257,,,"3 bds, 2.0 ba ,1092 sqft",Chipola Realty,https://www.zillow.com/homedetails/6618-Grande-Oak-Loop-LOT-19-Grand-Ridge-FL-32442/2077063513_zpid/
New construction,,Grand Ridge,FL,32442,"$120,000",118829,,,"3 bds, 2.0 ba ,1092 sqft",Chipola Realty,https://www.zillow.com/homedetails/6574-Grande-Oak-Loop-Grand-Ridge-FL-32442/2077678076_zpid/
New construction,,Grand Ridge,FL,32442,"$125,000",123870,,,"2 bds, 2.0 ba ,988 sqft",Chipola Realty,https://www.zillow.com/homedetails/6615-Grande-Oak-Loop-LOT-58-Grand-Ridge-FL-32442/2077065441_zpid/
