title,address,city,state,postal_code,price,zestimate,zestimate_rent,price_to_rent_ratio,facts and features,real estate provider,url
New construction,,Gainesville,FL,32608,"$65,800",63312,1150,1.82,"3 bds, 2.0 ba ,1152 sqft",YES!Communities,https://www.zillow.com/homedetails/7117-SW-Archer-Rd-LOT-2609-Gainesville-FL-32608/2128430092_zpid/
New construction,,Gainesville,FL,32608,"$65,815",61117,1067,1.75,"3 bds, 2.0 ba ,1152 sqft",YES!Communities,https://www.zillow.com/homedetails/7117-SW-Archer-Rd-LOT-123-Gainesville-FL-32608/2101046060_zpid/
