title,address,city,state,postal_code,price,zestimate,zestimate_rent,price_to_rent_ratio,facts and features,real estate provider,url
New construction,,Marianna,FL,32446,"$117,000",113722,1300,1.14,"3 bds, 2.0 ba ,1235 sqft",American Gold Realty,https://www.zillow.com/homedetails/2282-Cornsilk-Rd-Marianna-FL-32446/45285291_zpid/
New construction,,Marianna,FL,32446,"$120,000",120000,,,"3 bds, 2.0 ba ,1236 sqft",American Gold Realty,https://www.zillow.com/homedetails/4814-Dean-Rd-Marianna-FL-32446/2077335039_zpid/
